area,aspect_ratio,circularity,solidity,perimeter,label
2409.0,1.145454545433719,0.7839327851074857,0.96669341894061,196.5096663236618,0
3117.0,1.2711864406564206,0.7818722316655603,0.9614435533621222,223.82337415218353,0
3444.5,1.4827586206640904,0.7606283153757474,0.9785511363636363,238.5512970685959,0
2455.5,1.1639344262104274,0.7222647956220464,0.9610567514677104,206.69343256950378,0
3142.5,1.1129032257885016,0.8278343622254561,0.9811114580081174,218.40916097164154,0
2963.5,1.1724137930832343,0.8478364475621667,0.978860445912469,209.58073377609253,0
1966.0,1.3260869564929112,0.7868387804188508,0.9744733581164808,177.19595777988434,0
1743.0,0.9999999999791668,0.8322802102167625,0.974559686888454,162.2253954410553,0
1409.0,1.3846153845798819,0.751074215377266,0.9572010869565217,153.53910410404205,0
2094.0,1.399999999972,0.7265566090358799,0.972822299651568,190.30865585803986,0
1871.5,1.1399999999772001,0.7701119458617417,0.9777951933124347,174.7523069381714,0
2207.5,1.0175438596312711,0.785500805314017,0.965449376776733,187.92388010025024,0
1717.0,1.162790697647377,0.8618422480966822,0.9819845581927367,158.2253954410553,0
1721.5,1.1555555555298767,0.8562048745878432,0.9811912225705329,158.9533178806305,0
1868.0,1.0588235293910035,0.8382954409017461,0.9810924369747899,167.33809316158295,0
1942.5,1.1666666666423613,0.8386119652121858,0.9749058971141782,170.61017107963562,0
2267.5,1.0727272727077686,0.8273540229099468,0.9773706896551724,185.5807341337204,0
2605.5,1.071428571409439,0.885709549460642,0.9859981078524125,192.26702535152435,1
2264.5,1.0363636363447934,0.8709926521822507,0.9852077441809876,180.7523069381714,1
2277.0,1.109090909070744,0.7562937587628171,0.9491454772822009,194.5096664428711,1
1871.0,1.083333333310764,0.8828051432297023,0.9852553975776724,163.1959581375122,1
2006.5,1.1874999999752605,0.8578904102681096,0.9833374172996815,171.43859839439392,1
2630.5,1.1636363636152067,0.8310549552627287,0.9813467636634956,199.43859839439392,1
2398.0,1.1538461538239646,0.881874778056991,0.9862224964013984,184.8528115749359,1
2364.5,1.2857142856880468,0.8640699655437726,0.9866471938243272,185.4385985136032,1
2335.0,1.2857142856880468,0.8696953440762862,0.9873150105708245,183.68123972415924,1
2137.0,1.018518518499657,0.784683739336376,0.9516811400578936,184.9949471950531,1
2261.0,2.1666666666064818,0.6112530724568089,0.9339116067740603,215.5979790687561,1
2015.0,1.212765957421005,0.8759160529052479,0.9836465706614596,170.0243856906891,1
2219.5,1.1346153845935651,0.8615637120049047,0.9838209219858156,179.92387974262238,1
1676.5,1.0416666666449654,0.7237750083830536,0.9321656936335836,170.6101714372635,1
2485.0,1.2399999999752,0.8911346328594341,0.9896455595380327,187.1959581375122,1
2324.5,1.3749999999713542,0.790186851896066,0.9573723228995058,192.26702558994293,1
1990.5,1.8157894736364268,0.6544700040937138,0.9422485207100592,195.49747371673584,1
